id,Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
305,5/17/2023,C43710 WEST BROA DES:DIR DEP    ID:630DF471BE75E1            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,C43710 WEST BROA DES:DIR DEP    ID:630DF471BE75E1            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,1321.9,credit,Paycheck,Adv Plus Banking - 6710,,
306,5/17/2023,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,50,debit,Transfer,PREMIER PLUS CKG,,
307,5/17/2023,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,51.54,debit,Credit Card Payment,PREMIER PLUS CKG,,
308,5/17/2023,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,313.65,debit,Transfer,PREMIER PLUS CKG,,
309,5/17/2023,Payment to Chase card ending in XXXX 05/17,Payment to Chase card ending in XXXX 05/17,212.46,debit,Credit Card Payment,PREMIER PLUS CKG,,
310,5/17/2023,Payment Thank You - Web,Payment Thank You - Web,212.46,credit,Credit Card Payment,CREDIT CARD,,
311,5/16/2023,SQ *BULLFROG BAGELS      Washington   DC ,SQ *BULLFROG BAGELS      Washington   DC ,23.53,debit,Food & Dining,Customized Cash Rewards Visa Signature - 1564,,
312,5/16/2023,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,51.54,credit,Income,American Express Gold Card,,
313,5/16/2023,Payment to Chase card ending in XXXX 05/16,Payment to Chase card ending in XXXX 05/16,1432.71,debit,Credit Card Payment,PREMIER PLUS CKG,,
314,5/16/2023,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,950,debit,Transfer,PREMIER PLUS CKG,,
315,5/16/2023,SQ *BULLFROG BAGELS,SQ *BULLFROG BAGELS,15.18,debit,Fast Food,CREDIT CARD,,
316,5/16/2023,Payment Thank You - Web,Payment Thank You - Web,1432.71,credit,Credit Card Payment,CREDIT CARD,,
317,5/16/2023,DTW-CNBC,DTW-CNBC,3.49,debit,Shopping,CREDIT CARD,,
318,5/16/2023,STARBUCKS T2 WEST SAN,STARBUCKS T2 WEST SAN,9.92,debit,Coffee Shops,CREDIT CARD,,
319,5/16/2023,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,759.7,debit,Investments,CMA-Edge XXZ-X7892,,
320,5/16/2023,WithdrawalML DIRECT DEPOSIT PROGRM,WithdrawalML DIRECT DEPOSIT PROGRM,760,credit,Transfer,CMA-Edge XXZ-X7892,,
321,5/15/2023,CHASE CREDIT CRD DES:EPAY       ID:XXXXX81975                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,CHASE CREDIT CRD DES:EPAY       ID:XXXXX81975                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,2188,debit,Credit Card Payment,Adv Plus Banking - 6710,,
322,5/15/2023,VENMO            DES:PAYMENT    ID:XXXXX89580895             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX89580895             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,25,debit,Transfer,Adv Plus Banking - 6710,,
323,5/15/2023,PAYPAL *UBER XXXXXX1039 CA,PAYPAL *UBER XXXXXX1039 CA,37.13,debit,Ride Share,American Express Gold Card,,
324,5/15/2023,MICROSOFT EDIPAYMENT PPD ID: XXXXXX4442,MICROSOFT EDIPAYMENT PPD ID: XXXXXX4442,3559.55,credit,Paycheck,PREMIER PLUS CKG,,
325,5/15/2023,DC WATER UTIL BILL PPD ID: XXXXXX1147,DC WATER UTIL BILL PPD ID: XXXXXX1147,137.49,debit,Utilities,PREMIER PLUS CKG,,
326,5/15/2023,APPLE.COM/BILL,APPLE.COM/BILL,1.05,debit,Electronics & Software,CREDIT CARD,,
327,5/15/2023,DepositML DIRECT DEPOSIT PROGRM,DepositML DIRECT DEPOSIT PROGRM,1000,debit,Transfer,CMA-Edge XXZ-X7892,,
328,5/15/2023,PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),180.3,credit,Investments,Health Savings Account,,
329,5/14/2023,PAYPAL *APPLE.COM/BIXXXXXX2273 CA,PAYPAL *APPLE.COM/BIXXXXXX2273 CA,12.99,debit,Electronics & Software,American Express Gold Card,,
330,5/14/2023,PAYPAL *GITHUB INC,PAYPAL *GITHUB INC,10,debit,Electronics & Software,CREDIT CARD,,
331,5/14/2023,BICYCLE DISCOVERY INC,BICYCLE DISCOVERY INC,17.6,debit,Television,CREDIT CARD,,
332,5/14/2023,TST* Himitsu La Jolla,TST* Himitsu La Jolla,356.43,debit,Restaurants,CREDIT CARD,,
333,5/13/2023,RIP CURL PB RETAIL 0PACIFIC BEACH CA,RIP CURL PB RETAIL 0PACIFIC BEACH CA,37.66,debit,Clothing,American Express Gold Card,,
334,5/13/2023,KONO'S COFFEE San Diego CA,KONO'S COFFEE San Diego CA,2.5,debit,Coffee Shops,American Express Gold Card,,
335,5/12/2023,Online Banking payment to CRD 1564                          Confirmation# XXXXX87667,Online Banking payment to CRD 1564                          Confirmation# XXXXX87667,328.78,debit,Credit Card Payment,Adv Plus Banking - 6710,,
336,5/12/2023,Online Banking transfer to BRK 7892                         Confirmation# XXXXX02847,Online Banking transfer to BRK 7892                         Confirmation# XXXXX02847,1000,debit,Transfer,Adv Plus Banking - 6710,,
337,5/12/2023,C43710 WEST BROA DES:DIR DEP    ID:5761F547D8C9ED            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,C43710 WEST BROA DES:DIR DEP    ID:5761F547D8C9ED            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,3491.41,credit,Paycheck,Adv Plus Banking - 6710,,
338,5/12/2023,VENMO            DES:PAYMENT    ID:XXXXX61510497             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX61510497             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,50,debit,Transfer,Adv Plus Banking - 6710,,
339,5/12/2023,COMENITY PAY OH  DES:WEB PYMT   ID:PXXXXXXXXXX5317           INDN:SARAH REMMEY            CO ID:XXXXX80275 WEB,COMENITY PAY OH  DES:WEB PYMT   ID:PXXXXXXXXXX5317           INDN:SARAH REMMEY            CO ID:XXXXX80275 WEB,239.56,debit,Credit Card Payment,Adv Plus Banking - 6710,,
340,5/12/2023,VENMO            DES:CASHOUT    ID:XXXXX49408162             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX49408162             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,1204,credit,Transfer,Adv Plus Banking - 6710,,
341,5/12/2023,Online payment from CHK 6710             ,Online payment from CHK 6710             ,328.78,credit,Credit Card Payment,Customized Cash Rewards Visa Signature - 1564,,
342,5/12/2023,PAYPAL *UBER XXXXXX1039 CA,PAYPAL *UBER XXXXXX1039 CA,24.94,debit,Ride Share,American Express Gold Card,,
343,5/12/2023,PAYPAL *UBER XXXXXX1039 CA,PAYPAL *UBER XXXXXX1039 CA,18.81,debit,Ride Share,American Express Gold Card,,
344,5/12/2023,MICROSOFT XXXXXXXXXX XXXXXXXXXXXXXX CTX ID: XXXXXX3246,MICROSOFT XXXXXXXXXX XXXXXXXXXXXXXX CTX ID: XXXXXX3246,75,credit,Income,PREMIER PLUS CKG,,
345,5/12/2023,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,1000,credit,Investments,CMA-Edge XXZ-X7892,,
346,5/11/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,3.1,debit,Ride Share,American Express Gold Card,,
347,5/11/2023,PAYPAL *APPLE.COM/BIXXXXXX2273 CA,PAYPAL *APPLE.COM/BIXXXXXX2273 CA,0.99,debit,Electronics & Software,American Express Gold Card,,
348,5/11/2023,INTEREST PAYMENT,INTEREST PAYMENT,0.04,credit,Interest Income,PREMIER PLUS CKG,,
349,5/11/2023,Microsoft GXXXXX3409,Microsoft GXXXXX3409,212.46,debit,Electronics & Software,CREDIT CARD,,
350,5/11/2023,USAA INSURANCE PAYMENT,USAA INSURANCE PAYMENT,375.24,debit,Auto Insurance,CREDIT CARD,,
351,5/10/2023,THE UPS STORE 2092       202-5310850  DC ,THE UPS STORE 2092       202-5310850  DC ,45.6,debit,Business Services,Customized Cash Rewards Visa Signature - 1564,,
352,5/10/2023,PAYPAL *LYFT X RIDE XXXXXX0278 CA,PAYPAL *LYFT X RIDE XXXXXX0278 CA,1.9,debit,Ride Share,American Express Gold Card,,
353,5/10/2023,CL *Chase Travel,CL *Chase Travel,118.47,debit,Travel,CREDIT CARD,,
354,5/9/2023,CAPITAL BIKE SHARE 0SAN FRANCISCO CA,CAPITAL BIKE SHARE 0SAN FRANCISCO CA,1,debit,Public Transportation,American Express Gold Card,,
355,5/9/2023,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,145.88,credit,Income,American Express Gold Card,,
356,5/9/2023,CAPITAL BIKE SHARE 0SAN FRANCISCO CA,CAPITAL BIKE SHARE 0SAN FRANCISCO CA,0.8,debit,Public Transportation,American Express Gold Card,,
357,5/9/2023,VERIZON PAYMENTREC XXXXXXXXXXXXX WEB ID: XXXXXX7101,VERIZON PAYMENTREC XXXXXXXXXXXXX WEB ID: XXXXXX7101,65.89,debit,Home Phone,PREMIER PLUS CKG,,
358,5/9/2023,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,145.88,debit,Credit Card Payment,PREMIER PLUS CKG,,
359,5/9/2023,"DepositBANK OF AMERICA, NA RASP FRAC BUY ....","DepositBANK OF AMERICA, NA RASP FRAC BUY ....",3.31,debit,Transfer,SARAH IRA,,
360,5/9/2023,"DepositBANK OF AMERICA, NA RASP FRAC BUY ....","DepositBANK OF AMERICA, NA RASP FRAC BUY ....",3.35,debit,Transfer,SARAH ROTH,,
361,5/9/2023,YOU BOUGHT SPDR S&P500 ETF TRUST TRUST UNIT DEP... (SPY) (Cash),YOU BOUGHT SPDR S&P500 ETF TRUST TRUST UNIT DEP... (SPY) (Cash),9469.51,debit,Investments,Individual,,
362,5/8/2023,VENMO            DES:PAYMENT    ID:XXXXX58140169             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX58140169             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,20,debit,Transfer,Adv Plus Banking - 6710,,
363,5/8/2023,VENMO            DES:PAYMENT    ID:XXXXX58122938             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX58122938             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,25,debit,Transfer,Adv Plus Banking - 6710,,
364,5/8/2023,VENMO            DES:PAYMENT    ID:XXXXX43425897             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX43425897             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,15,debit,Transfer,Adv Plus Banking - 6710,,
365,5/8/2023,Advisory Program FeeMUTUAL FUND REBATE,Advisory Program FeeMUTUAL FUND REBATE,3.31,credit,Investments,SARAH IRA,,
366,5/8/2023,Advisory Program FeeMUTUAL FUND REBATE,Advisory Program FeeMUTUAL FUND REBATE,3.35,credit,Investments,SARAH ROTH,,
367,5/8/2023,WithdrawalML DIRECT DEPOSIT PROGRM,WithdrawalML DIRECT DEPOSIT PROGRM,1121,credit,Transfer,CMA-Edge XXZ-X7892,,
368,5/8/2023,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,1121.64,debit,Investments,CMA-Edge XXZ-X7892,,
369,5/7/2023,HANOVER SERVICE INC,HANOVER SERVICE INC,24.56,debit,Gas & Fuel,CREDIT CARD,,
370,5/6/2023,MR TIRE       00007724   ARLINGTON    VA ,MR TIRE       00007724   ARLINGTON    VA ,113.83,debit,Service & Parts,Customized Cash Rewards Visa Signature - 1564,,
371,5/6/2023,EVER/BODY                WWW.EVERBODY.NY ,EVER/BODY                WWW.EVERBODY.NY ,134.85,debit,Health & Fitness,Customized Cash Rewards Visa Signature - 1564,,
372,5/5/2023,VENMO            DES:PAYMENT    ID:XXXXX15761655             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX15761655             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,25,debit,Transfer,Adv Plus Banking - 6710,,
373,5/5/2023,VENMO            DES:CASHOUT    ID:XXXXX20457385             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX20457385             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,25,credit,Transfer,Adv Plus Banking - 6710,,
374,5/5/2023,"LS RADICI UNO, LLC       120-27580086 DC ","LS RADICI UNO, LLC       120-27580086 DC ",5.5,debit,Groceries,Customized Cash Rewards Visa Signature - 1564,,
375,5/5/2023,DepositML DIRECT DEPOSIT PROGRM,DepositML DIRECT DEPOSIT PROGRM,1000,debit,Transfer,CMA-Edge XXZ-X7892,,
376,5/4/2023,CHASE CREDIT CRD DES:EPAY       ID:XXXXX60949                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,CHASE CREDIT CRD DES:EPAY       ID:XXXXX60949                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,2000,debit,Credit Card Payment,Adv Plus Banking - 6710,,
377,5/4/2023,Online Banking transfer to BRK 7892                         Confirmation# XXXXX46301,Online Banking transfer to BRK 7892                         Confirmation# XXXXX46301,1000,debit,Transfer,Adv Plus Banking - 6710,,
378,5/4/2023,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,Funds ReceivedFR BAC#229042906710 SARAH C SOSCIA,1000,credit,Investments,CMA-Edge XXZ-X7892,,
379,5/4/2023,YOU SOLD MICROSOFT CORP (MSFT) (Cash),YOU SOLD MICROSOFT CORP (MSFT) (Cash),9208.42,credit,Sell,Individual,,
380,5/4/2023,YOU SOLD MICROSOFT CORP (MSFT) (Cash),YOU SOLD MICROSOFT CORP (MSFT) (Cash),302.34,credit,Sell,Individual,,
381,5/3/2023,VENMO            DES:PAYMENT    ID:XXXXX68117334             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX68117334             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,119.92,debit,Transfer,Adv Plus Banking - 6710,,
382,5/3/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,3.8,debit,Ride Share,American Express Gold Card,,
383,5/3/2023,Amazon web services,Amazon web services,0.24,debit,Electronics & Software,CREDIT CARD,,
384,5/3/2023,E ZPASS DE XXXX0725,E ZPASS DE XXXX0725,91.5,debit,Auto & Transport,CREDIT CARD,,
385,5/3/2023,"WithdrawalBANK OF AMERICA, NA RASP FRAC SELL ...","WithdrawalBANK OF AMERICA, NA RASP FRAC SELL ...",15.37,credit,Investments,SARAH IRA,,
386,5/3/2023,"WithdrawalBANK OF AMERICA, NA RASP FRAC SELL ...","WithdrawalBANK OF AMERICA, NA RASP FRAC SELL ...",16.04,credit,Investments,SARAH ROTH,,
387,5/2/2023,VENMO            DES:CASHOUT    ID:XXXXX48526093             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX48526093             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,45,credit,Transfer,Adv Plus Banking - 6710,,
388,5/2/2023,PL*PAYLEASE WEB PMTS XXQTXX WEB ID: XXXXXX7225,PL*PAYLEASE WEB PMTS XXQTXX WEB ID: XXXXXX7225,2.95,debit,Mortgage & Rent,PREMIER PLUS CKG,,
389,5/2/2023,PL*PromaxManagem WEB PMTS WJVTXX WEB ID: XXXXXX8010,PL*PromaxManagem WEB PMTS WJVTXX WEB ID: XXXXXX8010,3250,debit,Mortgage & Rent,PREMIER PLUS CKG,,
390,5/2/2023,USAA FSB ICPAYMENT PPD ID: XXXXXX9165,USAA FSB ICPAYMENT PPD ID: XXXXXX9165,336.42,debit,Auto Payment,PREMIER PLUS CKG,,
391,5/2/2023,VANGUARD BUY INVESTMENT XXXXXXXXXXX2237 WEB ID: VMC PUR,VANGUARD BUY INVESTMENT XXXXXXXXXXX2237 WEB ID: VMC PUR,2000,debit,Financial,PREMIER PLUS CKG,,
392,5/2/2023,UNITED      XXXXXXXXX0060,UNITED      XXXXXXXXX0060,386.8,debit,Air Travel,CREDIT CARD,,
393,5/2/2023,Audible*HM0FY6PT2,Audible*HM0FY6PT2,15.85,debit,Books,CREDIT CARD,,
394,5/2/2023,PAYPAL *SPOTIFYUSAI,PAYPAL *SPOTIFYUSAI,9.99,debit,Music,CREDIT CARD,,
395,5/2/2023,GOOGLE *YouTubePremium,GOOGLE *YouTubePremium,12.71,debit,Television,CREDIT CARD,,
396,5/2/2023,Advisory Program FeeINV. ADVISORY FEE MAY,Advisory Program FeeINV. ADVISORY FEE MAY,15.37,debit,Investments,SARAH IRA,,
397,5/2/2023,Advisory Program FeeINV. ADVISORY FEE MAY,Advisory Program FeeINV. ADVISORY FEE MAY,16.04,debit,Investments,SARAH ROTH,,
398,5/1/2023,Bank of America  DES:CASHREWARD ID:REMMEY                    INDN:XXXXX0060XXXXX27XXXXX0  CO ID:XXXXX90310 PPD,Bank of America  DES:CASHREWARD ID:REMMEY                    INDN:XXXXX0060XXXXX27XXXXX0  CO ID:XXXXX90310 PPD,25.52,credit,Income,Adv Plus Banking - 6710,,
399,5/1/2023,WASHINGTON GAS   DES:PAYMENT    ID:XXXXX2788814              INDN:SARAH SOSCIA            CO ID:XXXXX62882 CCD,WASHINGTON GAS   DES:PAYMENT    ID:XXXXX2788814              INDN:SARAH SOSCIA            CO ID:XXXXX62882 CCD,73.88,debit,Utilities,Adv Plus Banking - 6710,,
400,5/1/2023,VENMO            DES:CASHOUT    ID:XXXXX05624546             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX05624546             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,48,credit,Transfer,Adv Plus Banking - 6710,,
401,5/1/2023,BKOFAMERICA MOBILE 05/01 XXXXX55125 DEPOSIT                                    *MOBILE       FL,BKOFAMERICA MOBILE 05/01 XXXXX55125 DEPOSIT                                    *MOBILE       FL,300,credit,Transfer,Adv Plus Banking - 6710,,
402,5/1/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,2.9,debit,Ride Share,American Express Gold Card,,
403,5/1/2023,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,VENMO PAYMENT XXXXXXXXXXXXX WEB ID: XXXXXX1992,52.92,debit,Transfer,PREMIER PLUS CKG,,
404,5/1/2023,Yarmouth Managem WEB PMTS XXXNHX WEB ID: XXXXXX5154,Yarmouth Managem WEB PMTS XXXNHX WEB ID: XXXXXX5154,2950,debit,Mortgage & Rent,PREMIER PLUS CKG,,
405,5/1/2023,PRINCIPAL,PRINCIPAL,302.09,credit,Loan Principal,My Auto Loan,,
406,5/1/2023,INTEREST,INTEREST,34.33,credit,Loan Interest,My Auto Loan,,
407,4/30/2023,TRADER JOE S #X22 00WASHINGTON DC,TRADER JOE S #X22 00WASHINGTON DC,69.81,debit,Groceries,American Express Gold Card,,
408,4/29/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,4.1,debit,Ride Share,American Express Gold Card,,
409,4/29/2023,UBER EATS help.uber.com CA,UBER EATS help.uber.com CA,37.85,debit,Food Delivery,American Express Gold Card,,
410,4/28/2023,C43710 WEST BROA DES:DIR DEP    ID:1226FE1BEFFD28            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,C43710 WEST BROA DES:DIR DEP    ID:1226FE1BEFFD28            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,3184.98,credit,Paycheck,Adv Plus Banking - 6710,,
411,4/28/2023,X0006 CAVA CHINATOWNWASHINGTON DC,X0006 CAVA CHINATOWNWASHINGTON DC,12.27,debit,Restaurants,American Express Gold Card,,
412,4/28/2023,TST* WEST WING CAFE WASHINGTON DC,TST* WEST WING CAFE WASHINGTON DC,6.6,debit,Food & Dining,American Express Gold Card,,
413,4/28/2023,MICROSOFT EDIPAYMENT PPD ID: XXXXXX4442,MICROSOFT EDIPAYMENT PPD ID: XXXXXX4442,6121.07,credit,Paycheck,PREMIER PLUS CKG,,
414,4/28/2023,"InterestBANK OF AMERICA, NA RASP 0.36000 DI...","InterestBANK OF AMERICA, NA RASP 0.36000 DI...",0,credit,Investments,SARAH IRA,,
415,4/28/2023,"InterestBANK OF AMERICA, NA RASP 0.25000 DI...","InterestBANK OF AMERICA, NA RASP 0.25000 DI...",0,credit,Investments,SARAH ROTH,,
416,4/28/2023,INTEREST EARNED CASH (315994103) (Cash),INTEREST EARNED CASH (315994103) (Cash),0.04,credit,Investments,Individual,,
417,4/28/2023,REINVESTMENT CASH (315994103) (Cash),REINVESTMENT CASH (315994103) (Cash),0.04,debit,Investments,Individual,,
418,4/28/2023,REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),8.69,debit,Investments,Health Savings Account,,
419,4/28/2023,PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),PARTIC CONTR CURRENT PARTICIPANT CUR YR (Cash),180.3,credit,Investments,Health Savings Account,,
420,4/28/2023,DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash),8.69,credit,Dividend & Cap Gains,Health Savings Account,,
421,4/27/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,5.5,debit,Ride Share,American Express Gold Card,,
422,4/27/2023,X0006D CAVA CHINATOWN,X0006D CAVA CHINATOWN,12.27,debit,Restaurants,CREDIT CARD,,
423,4/26/2023,ONLINE PAYMENT - THANK YOU,ONLINE PAYMENT - THANK YOU,91.7,credit,Income,American Express Gold Card,,
424,4/26/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,3.05,debit,Ride Share,American Express Gold Card,,
425,4/26/2023,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,91.7,debit,Credit Card Payment,PREMIER PLUS CKG,,
426,4/26/2023,WithdrawalML DIRECT DEPOSIT PROGRM,WithdrawalML DIRECT DEPOSIT PROGRM,757,credit,Transfer,CMA-Edge XXZ-X7892,,
427,4/26/2023,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,Purchase {tc}VANGUARD 500 INDEX FUND SHS ETF CLI...,757.06,debit,Investments,CMA-Edge XXZ-X7892,,
428,4/25/2023,C43710 WEST BROA DES:DIR DEP    ID:C442C7B2B173F2            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,C43710 WEST BROA DES:DIR DEP    ID:C442C7B2B173F2            INDN:REMMEY SARAH            CO ID:XXXXX83648 PPD,651.83,credit,Paycheck,Adv Plus Banking - 6710,,
429,4/25/2023,CHASE CREDIT CRD DES:EPAY       ID:XXXXX85386                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,CHASE CREDIT CRD DES:EPAY       ID:XXXXX85386                INDN:SARAH REMMEY            CO ID:XXXXX39224 WEB,1000,debit,Credit Card Payment,Adv Plus Banking - 6710,,
430,4/25/2023,ABC*GOLD S GYM ARLINGTON VA,ABC*GOLD S GYM ARLINGTON VA,49.99,debit,Gym,American Express Gold Card,,
431,4/25/2023,Payment to Chase card ending in XXXX 04/25,Payment to Chase card ending in XXXX 04/25,5.27,debit,Credit Card Payment,PREMIER PLUS CKG,,
432,4/25/2023,Payment to Chase card ending in XXXX 04/25,Payment to Chase card ending in XXXX 04/25,555.6,debit,Credit Card Payment,PREMIER PLUS CKG,,
433,4/25/2023,Payment Thank You - Web,Payment Thank You - Web,5.27,credit,Credit Card Payment,CREDIT CARD,,
434,4/25/2023,Payment Thank You - Web,Payment Thank You - Web,555.6,credit,Credit Card Payment,CREDIT CARD,,
435,4/25/2023,DepositML DIRECT DEPOSIT PROGRM,DepositML DIRECT DEPOSIT PROGRM,596,debit,Transfer,CMA-Edge XXZ-X7892,,
436,4/24/2023,VENMO            DES:PAYMENT    ID:XXXXX97268128             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,VENMO            DES:PAYMENT    ID:XXXXX97268128             INDN:SARAH SOSCIA            CO ID:XXXXX81992 WEB,60,debit,Transfer,Adv Plus Banking - 6710,,
437,4/24/2023,VENMO            DES:CASHOUT    ID:XXXXX72588324             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX72588324             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,125,credit,Transfer,Adv Plus Banking - 6710,,
438,4/24/2023,PURCHASE   0422 SPOTIFY                                     877-778-1161 NY XXXXX1531XXXXXXXXXX6263 RECURRING,PURCHASE   0422 SPOTIFY                                     877-778-1161 NY XXXXX1531XXXXXXXXXX6263 RECURRING,10.98,debit,Music,Adv Plus Banking - 6710,,
439,4/24/2023,VENMO            DES:CASHOUT    ID:XXXXX90150389             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX90150389             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,375,credit,Transfer,Adv Plus Banking - 6710,,
440,4/24/2023,Online Banking transfer to BRK 7892                         Confirmation# XXXXX51197,Online Banking transfer to BRK 7892                         Confirmation# XXXXX51197,596.47,debit,Transfer,Adv Plus Banking - 6710,,
441,4/24/2023,VENMO            DES:CASHOUT    ID:XXXXX61888204             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,VENMO            DES:CASHOUT    ID:XXXXX61888204             INDN:SARAH SOSCIA            CO ID:XXXXX81992 PPD,100,credit,Transfer,Adv Plus Banking - 6710,,
442,4/24/2023,PAYPAL *LYFT X RIDESXXXXXX0278 CA,PAYPAL *LYFT X RIDESXXXXXX0278 CA,3.05,debit,Ride Share,American Express Gold Card,,
443,4/24/2023,Payment to Chase card ending in XXXX 04/24,Payment to Chase card ending in XXXX 04/24,201.85,debit,Credit Card Payment,PREMIER PLUS CKG,,
444,4/24/2023,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,AMERICAN EXPRESS ACH PMT WXXXX WEB ID: XXXXXX2111,371.37,debit,Credit Card Payment,PREMIER PLUS CKG,,
445,4/24/2023,Payment Thank You - Web,Payment Thank You - Web,201.85,credit,Credit Card Payment,CREDIT CARD,,
